,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Unnamed: 64
35359,Least developed countries: UN classification,LDC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,1.18174020090222,1.06428277702279,1.11269257059736,1.5293430158227102,1.5101298205382698,1.2429288892857602,1.4696740823519998,,2.3214387065324398,,2.7506147323180596,2.86242862889026,2.34529619296902,2.7481426185503297,4.21435965922616,4.4862436084729005,4.71646348026529,4.56474896713712,3.2202247135387005,2.73747693769248,3.39468398238892,2.5274938161258502,2.0759761083143,1.95503362907547,2.13318635304528,2.3212365444405,3.0562477161082797,2.39969796148527,2.21070728808921,2.12713673156946,2.0357511088369398,2.17900123665809,2.0862993385223003,2.2430481116366403,2.31463379584912,2.46795085224444,2.60558114838649,2.16998884023646,2.06724243849417,2.08390578420302,2.2666902772457798,2.2808095413604703,2.0108287318282803,1.82528296383428,1.89035822458668,1.51900861566828,,
36800,Low & middle income,LMY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,2.49353909610617,2.65995245409492,2.57687653949492,2.90613860834843,2.70212749331155,2.90134076977107,2.9872300311947995,3.10875613977327,3.1622096846825,3.15780158019283,3.0231629999086405,2.73739986696477,3.1481687345739706,3.8376983235825897,3.9790290819358796,3.8687356259423304,3.62498895686504,3.06404240700978,2.8148171874950294,3.02293711947565,3.07716852666723,3.21450214182638,3.0433247014291,3.0523645672828197,3.1149939555676003,3.12660916481717,,2.82845826454373,2.55473044251439,2.29717164393586,2.47853684150655,2.31337541574952,2.25839711950236,2.17178958079873,2.09196687924491,2.07526818626238,1.9526440911451,2.02819582141244,1.9446383193072798,2.02426853877323,2.08008947781931,2.03100845456455,1.9791539070526698,1.9497674147993,1.9205154131367201,1.89492818953064,1.91550952845452,2.10311500312808,1.9461334990126002,1.8820675646848,1.9201991252689499,1.9631670051983703,1.97702495805051,1.99138009470005,2.01529509243356,1.9589359843290999,1.90017443509676,,
38241,Low income,LIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,2.134943987082,,1.5903503824545802,,2.7422617078796696,2.59147305657608,2.37580985251259,2.20967841538498,2.7885209529250403,3.1480762250935097,3.24789366097294,4.16906558355429,4.31134937388818,3.8760568814205403,4.09033602252299,4.46375912846141,,7.446243124257769,8.22384189640766,7.9880296494942,8.75649158837232,7.82230432666037,6.92937269411916,5.340615818169071,4.5895728032297,4.72197774610427,4.7042823065470305,4.70495019401997,3.9735892642899198,3.7936914134993702,3.21191132164229,2.90525433000695,2.87373702254985,2.89511712074193,3.32033170959859,3.4659860110479,2.88348547501468,3.17770491805176,3.14087121833779,2.9658816754814303,2.5873960072344904,2.4227565364801498,2.33608107800467,2.39680835387131,2.0447817819639,2.0854196500081796,2.06202890769437,2.08031179137242,1.80141798557148,1.8371453316393798,1.7286072749018502,1.48926949806423,1.1871836134648002,1.18699709836083,1.17060920461738,,
39682,Lower middle income,LMC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.0295047557073103,2.0795024098540402,2.5340183669023197,3.40820841555357,3.33450735197115,3.77924149060258,3.56855267708171,3.6587892977484,3.92850426488419,4.24281424811124,4.29113178015428,4.54706210977132,4.40180255321007,3.7898501759068703,3.6482984108563596,4.34303296582082,4.2476676258550095,4.04398755489314,3.67792078576414,3.5136413279239798,3.30195285947198,3.22171677173032,3.26764702371531,3.3020392718848104,3.26109877295221,3.2772461939358903,3.4886666670954596,3.70597420727997,3.54617637283591,3.27418394403697,3.02523305005959,2.7376414841863705,2.57470586460661,2.48434236749301,2.45712581765623,2.37237528920384,2.2874604855949703,2.40283832965639,2.41387308980604,2.4478557126009703,2.27493335506601,2.27060935922896,2.23014230440929,2.14889229726624,2.2035660518142204,2.10729280939177,1.9738723197288999,1.93177419791513,1.9620437682993301,2.12886387336234,1.9510497100431397,1.8733735461635699,1.8539896440365202,1.89293714315139,1.91509059259516,1.9121978542246598,1.96995583580875,1.9854528332815,1.90729971765958,,
41123,Middle East & North Africa,MEA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.80238083160768,5.0225326453859696,5.407562212063531,4.820345234445799,5.1949466266622,5.92192787325425,6.09763617678697,7.18666429690418,8.35097950267299,9.44815675884466,10.068392015988099,8.75773198466995,8.04002732367915,8.86509653013461,10.5997239723356,,,11.7075250324778,11.7106690981569,9.467584669519859,8.5768167992198,10.2804789225979,11.540619275834699,10.220625810683499,10.2772490155444,9.45389539830756,6.62478480253994,8.65940151986691,8.732197884078019,7.559600455782389,,12.6429468479229,9.35201598074932,7.909503613061959,7.355758462598669,6.36830234755528,5.83234661230117,6.32561585927737,6.94852313438112,6.08650529050863,6.025407955015451,6.01980709741888,5.71309495202497,5.41886996436304,5.04567963443269,4.67023706538379,4.48145932119785,4.39177364635585,4.12733161237393,5.03044126162999,4.7377992432996905,4.52240980104595,4.66992623391958,5.2584572841903094,5.75436642612339,6.59749796953392,5.481499208069481,5.6341280152266595,5.475542462949769,,
42564,Middle East & North Africa (excluding high income),MNA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.0155978221019195,4.05595226146295,4.47835925533632,3.61699717556227,4.3210628436444,5.44405679482408,5.465955017802121,5.732238721059231,6.89847911980461,7.79530797668985,8.12530915568401,7.106466885067269,5.9008106169363606,5.514925973923139,8.68210038139314,10.298007457013698,10.009717246406801,9.118413408640189,8.783858310887071,5.78417529440931,5.54135688552588,7.514578219124419,7.04752793455592,6.598322999351231,6.2475494208513,6.21059563441201,5.669015699404611,5.10301324915903,4.85967856342268,3.93619430394516,,3.81086714846218,3.89795075095132,3.25481515332357,3.4528597528393297,3.2328485353036,3.1406712119898796,3.3293748565967,3.36893489715158,3.1114802974948104,2.9668799912911403,3.22314444204269,3.19095273428909,3.1811539744424,3.04911865960509,2.95806722876682,2.89194762232643,2.7281501009215803,2.69784111194805,3.1196711065953497,2.9217801812755195,2.7553773719970898,2.8399845049965604,3.1158352212750398,3.3503747231052,3.43241031520423,3.2552222378460898,3.3788002337039,3.05915488097954,,
44005,Middle East & North Africa (IDA & IBRD countries),TMN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.0155978221019195,4.05595226146295,4.47835925533632,3.61699717556227,4.3210628436444,5.44405679482408,5.465955017802121,5.732238721059231,6.89847911980461,7.79530797668985,8.12530915568401,7.106466885067269,5.9008106169363606,5.514925973923139,8.68210038139314,10.298007457013698,10.009717246406801,9.118413408640189,8.783858310887071,5.78417529440931,5.54135688552588,7.514578219124419,7.04752793455592,6.598322999351231,6.2475494208513,6.21059563441201,5.669015699404611,5.10301324915903,4.85967856342268,3.93619430394516,,3.81086714846218,3.89795075095132,3.25481515332357,3.4528597528393297,3.2328485353036,3.1406712119898796,3.3293748565967,3.36893489715158,3.1114802974948104,2.9668799912911403,3.22314444204269,3.19095273428909,3.1811539744424,3.04911865960509,2.95806722876682,2.89194762232643,2.7281501009215803,2.69784111194805,3.1196711065953497,2.9217801812755195,2.7553773719970898,2.8399845049965604,3.1158352212750398,3.3503747231052,3.43241031520423,3.2552222378460898,3.3788002337039,3.05915488097954,,
45446,Middle income,MIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,2.06631711971437,2.44084959297403,2.68317181853994,2.59217771025114,2.89352416002638,2.74779859465617,2.8929003075449704,2.996333995696,3.12932431320813,3.1964241969610603,3.19635934125652,3.03275539838952,2.72053479720873,3.1444664810515897,3.8237903798208,3.96656504682728,3.8684580742245798,3.6076582662724195,3.0174743189226003,2.70646986374504,2.9191893123772097,2.9554029262178703,3.08811077496414,2.87973807309888,2.91959869017295,3.0120620989450897,3.06807878120367,,2.7858992784258403,2.50490824053438,2.2402655808183103,2.44958277149081,2.28355458025085,2.2448783272242596,2.16162385976473,2.08038777172711,2.06277233896568,1.9297943165085398,2.00254524048621,1.92596833768453,2.00453382914051,2.06105436867536,2.01322572467297,1.96766616661876,1.9414317227540299,1.91391189302764,1.88741708577542,1.9136173305508402,2.10337672539967,1.9445839026771399,1.87956546034231,1.9217786309392,1.9649745785852901,1.98076037166879,1.9983787829504198,2.02640919902341,1.96917174324926,1.91034910539975,,
46887,North America,NAC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,8.312239652026749,8.46088545858025,8.62150842209212,8.14596012241258,7.4270688509527005,6.91487044425696,7.695174654921829,8.61615938676317,8.4248893193004,7.8409124007114395,7.273327103681999,6.28914698041442,5.92580578560588,5.345135593551411,5.35812493688248,5.06736928838404,4.668143043271661,4.67929415230679,4.51494342269571,4.51319521521809,4.6772010196748095,5.108678761225031,6.17130878301134,5.70432664932521,5.583095107617099,5.80926894974182,5.98343061646489,5.75585156881098,5.414342032840789,5.2179903968451695,4.977642346932059,4.3308121369625,4.43268276961919,4.13248127730121,3.77629101590666,3.4857452510802798,3.21010763814862,3.0710274100926807,2.9028367755280797,2.7990719962159503,2.8108775710765697,2.8267788029217296,3.11158068553127,3.4272720709542996,3.57859568808247,3.63466770390837,3.5853834016796,3.6086200310715197,3.9384744675529104,4.34576176792664,4.320812336162271,4.22772540212873,3.91337611845882,3.5336785604511203,3.2488856640077297,3.10519348033993,3.05325652811652,2.96751691781465,3.0158196512215,,
48328,Not classified,INX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49769,OECD members,OED,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.622283195621481,6.614518164268481,6.68142970766559,6.27717103736663,5.769590360262481,5.44119162913619,5.84931591910588,6.31809225086449,6.174022747322099,5.69948234050094,5.04320011318435,4.52089556519126,4.26064487589624,3.84650372304653,3.86292248774978,3.76587693649235,3.5721489768158103,3.52794040801818,3.34296900454726,3.3301630830615196,3.3977848648973197,3.63088674206974,4.19473905742958,4.02537061693151,3.99518316897509,4.09731970238873,3.8997550463441897,3.68283797483887,3.43047904477328,3.3464020529853395,3.2015337651382594,2.88476938101497,2.83002514050946,2.6688424537017004,2.48107783439976,2.2855495654389397,2.2252038327593904,2.19610348197395,2.14291106955524,2.08427210507295,2.07648788219338,2.09887819142479,2.2294744733892204,2.3281105742132597,2.3440978761644797,2.3612385990851497,2.3367312423346003,2.3065935078071202,2.40632398924564,2.64053776625782,2.59445642615721,2.50153727663978,2.41206661967309,2.27429783537708,2.1718176846733503,2.16855402461153,2.14183674776333,2.10851836573144,2.13214126829797,,
51210,Other small states,OSS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,5.836005161972119,8.415673366064281,,,,,,6.19719215603614,,,3.08376182442144,2.8094658348936004,3.11646515129708,,,,,,2.8184189113639597,2.63256420509183,2.25938348769975,2.05651415232332,1.91808868214212,1.96122760583206,1.97583950994071,2.18001464834284,1.8734509850605903,,,,,,,,,,
52651,Pacific island small states,PSS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,0.187695516162669,0.21708352996696598,0.24885145482389004,0.21874076263671302,0.24222222222222198,0.30049786628734004,0.396150761828388,0.507575757575758,0.873095000712149,0.9388569416735129,0.8620514384466809,0.9194205094214558,1.25112268726424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54092,Post-demographic dividend,PST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.77831257275369,6.746900734557401,6.8180522161814405,6.405914971314019,5.8902495369815995,5.549200501397981,5.976638636888549,6.44827496074634,6.2938787464790495,5.800549527641049,5.08055051171987,4.5414945680621,4.27298724111765,3.81969170495872,3.82307978601977,3.72394615742177,3.53212689583395,3.49590603781674,3.32680860665807,3.3316427016084598,3.41750770661067,3.6693106487115497,4.22157690848156,4.04543103536407,4.02564082752764,4.13850504955159,3.91162102299165,3.68328989263974,3.4275018420072003,3.3617827520962407,3.2136107885991096,2.8760057107059502,2.83852658942371,2.67529988765168,2.4922889842032596,2.29135350871419,2.22979677468249,2.21077690765103,2.16176745716191,2.09809690158166,2.09469014547313,2.12534197637818,2.25945671109309,2.35812460254589,2.3815732885455696,2.4091199104049905,2.38611073389836,2.35815913968001,2.46465948327712,2.69692067132696,2.65681744434419,2.56243535231605,2.47180981059758,2.3282867440078,2.21912344729353,2.2162366774516498,2.19033454901247,2.15821150522406,2.17678810295448,,
55533,Pre-demographic dividend,PRE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,2.0815589337263702,,1.11245559511877,,4.33124587410567,5.0706962783059595,3.8497160990106805,3.5087968834029297,3.86379166983687,3.8896600798287304,4.28527273382668,5.412598480507969,4.956850292515349,4.63312280053683,4.14072527079606,3.74948950925874,3.67084072851276,3.84737929996208,2.2791762031298997,2.27624801774758,1.95272295467367,1.6836915720236998,1.92178686029175,2.88386510141865,,,,2.1815000703746996,1.80309246852694,2.84458740688062,1.8012829415417,1.4084760569024,1.19284371982077,1.2903368127393,1.3777977095221499,2.13930452440499,1.56949196151175,1.58025181044222,1.5515824778613099,1.3769786996113602,1.5219407571044201,1.4642639446353602,1.45676000105369,1.57197676753993,1.79236416604004,1.99396759617069,1.6248618198040399,1.5342802458241298,1.4017984239627002,1.7887660300046102,1.6804773896511,1.8998177377145,1.6400570825024299,1.83098322941037,1.4063702387913999,,
56974,Small states,SST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34268900089392,2.2357577339007997,1.98357310257626,1.82447217505909,1.72662817653592,1.77951497394042,1.79835982912605,2.01435308633134,1.7390590145041498,,,,,,,,,,
58415,South Asia,SAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.1796091435035,2.2290070360535,2.77613021236018,3.9221475110571404,3.76126946780863,3.97326819249332,3.86256094900995,3.4212712694140204,3.4141852489674402,3.3708653047788797,3.43902795122218,3.9551796367145697,3.95142421310315,3.04336329206581,3.0276883213180796,3.24373152108966,3.43905358575273,3.18853855529916,3.17091237696032,3.2327018898627995,3.14102905002169,3.2211448993304104,3.4697386670665895,3.47551627238633,3.55683455627787,3.7039858428635095,4.13683774387763,4.23792733175521,3.81720593171368,3.6279278464072298,3.2952324836565,3.21140899053932,3.1043517553056903,3.19152712697005,2.98274859735686,2.98526760346711,2.89032275507815,2.9312610897864197,2.9631749959267997,3.0867477894247597,2.99489425716555,2.91051209025587,2.8276712579346,2.70586093166461,2.82134864861734,2.75032585006023,2.56694144673741,2.4119685833283597,2.5838284425107796,2.8273969481876997,2.67648161888232,2.62283344609118,2.52710470405884,2.4635111163549706,2.48915426688258,2.4312390712462597,2.49817149384966,2.51356803527595,2.45200447698851,,
59856,South Asia (IDA & IBRD),TSA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.1796091435035,2.2290070360535,2.77613021236018,3.9221475110571404,3.76126946780863,3.97326819249332,3.86256094900995,3.4212712694140204,3.4141852489674402,3.3708653047788797,3.43902795122218,3.9551796367145697,3.95142421310315,3.04336329206581,3.0276883213180796,3.24373152108966,3.43905358575273,3.18853855529916,3.17091237696032,3.2327018898627995,3.14102905002169,3.2211448993304104,3.4697386670665895,3.47551627238633,3.55683455627787,3.7039858428635,4.13683774387763,4.23792733175521,3.81720593171368,3.6279278464072298,3.2952324836565,3.21140899053932,3.1043517553056903,3.19152712697005,2.98274859735686,2.98526760346711,2.89032275507815,2.9312610897864197,2.9631749959267997,3.0867477894247597,2.99489425716555,2.91051209025587,2.8276712579346,2.70586093166461,2.82134864861734,2.75032585006023,2.56694144673741,2.4119685833283597,2.5838284425107796,2.8273969481876997,2.67648161888232,2.62283344609118,2.52710470405884,2.4635111163549706,2.48915426688258,2.4312390712462597,2.49817149384966,2.51356803527595,2.45200447698851,,
61297,Sub-Saharan Africa,SSF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,1.7997641618228897,2.04924758193367,1.76085294945108,2.98154186308152,3.10796524259725,3.38690364192312,2.7860650538463902,2.45081543105877,2.68879752551838,2.74230472012433,2.78932660112879,3.95437719893236,3.82605454400752,3.97917147347215,3.61877999662498,3.29560303276758,3.05155768146483,3.01209191594598,2.8181048652459197,2.95083135827839,2.8104419024911,2.5152096387100498,2.7783120519437,3.4994169232558594,3.8660230019597597,3.8627216359190695,3.62800908484644,2.8501737913042997,2.3929987478184302,2.66798225554537,2.22759647682058,1.83214634336594,1.53722280431474,1.5410471595108202,1.57881487975606,1.9423846469627,1.69290071159258,1.66252263635629,1.7015696236091,1.48409665469575,1.49592187187031,1.40654967757207,1.37658263500122,1.37523544261888,1.5307405002284598,1.63393315952259,1.32157875328117,1.2831904333311799,1.25811020123046,1.35729407688694,1.3510343657076498,1.29864983901746,1.26684336879636,1.34308098159893,1.10134287740544,,
62738,Sub-Saharan Africa (excluding high income),SSA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,1.7997641618228897,2.04924758193367,1.76085294945108,2.9815418630815094,3.10796524259725,3.38690364192312,2.7860650538463902,2.45081543105877,2.68879752551838,2.74230472012433,2.78932660112879,3.95437719893236,3.82605454400752,3.97917147347215,3.61877999662498,3.29560303276758,3.05155768146483,3.01209191594598,2.8181048652459197,2.95083135827839,2.8104419024911,2.51389753258507,2.77660944907212,3.49843710376758,3.86559021174375,3.8622246522236603,3.62751912869403,2.84826661144179,2.3897383064348103,2.66783798217583,2.2272362139371698,1.8314339792451297,1.53640933915782,1.54029727620399,1.57853426178953,1.94267402512124,1.69292326873148,1.66231449241099,1.7016143253774398,1.4837453319488898,1.4953871144463402,1.40630749108688,1.37653980036105,1.3751391974923899,1.53105184995877,1.63440586359151,1.3220272037966299,1.28351137964724,1.25833431783856,1.35755228383457,1.35020594087832,1.29848224968626,1.26628365679075,1.34295609969044,1.1010179628288101,,
